factQuestion	factAnswer	factValueQuestion	factValueAnswer	factTagQuestion	factTagAnswer
101552	2208	10000-kreekly/mp3/Salli/glass.mp3	стекло	{1008=salli}	{1002=eng-rus}
101552	3902	10000-kreekly/mp3/Salli/glass.mp3	стакан	{1008=salli}	{1002=eng-rus}
101552	20763	10000-kreekly/mp3/Salli/glass.mp3	бокал	{1008=salli}	{1002=eng-rus}
101552	120966	10000-kreekly/mp3/Salli/glass.mp3	стекло или стакан	{1008=salli}	{1002=eng-rus}
101552	125256	10000-kreekly/mp3/Salli/glass.mp3	стакан, бокал	{1008=salli}	{1002=eng-rus}
101553	2208	10000-kreekly/mp3/Matthew/glass.mp3	стекло	{1008=matthew}	{1002=eng-rus}
101553	3902	10000-kreekly/mp3/Matthew/glass.mp3	стакан	{1008=matthew}	{1002=eng-rus}
101553	20763	10000-kreekly/mp3/Matthew/glass.mp3	бокал	{1008=matthew}	{1002=eng-rus}
101553	120966	10000-kreekly/mp3/Matthew/glass.mp3	стекло или стакан	{1008=matthew}	{1002=eng-rus}
101553	125256	10000-kreekly/mp3/Matthew/glass.mp3	стакан, бокал	{1008=matthew}	{1002=eng-rus}
120967	2208	5000-studynow/mp3/glass.mp3	стекло	{}	{1002=eng-rus}
120967	3902	5000-studynow/mp3/glass.mp3	стакан	{}	{1002=eng-rus}
120967	20763	5000-studynow/mp3/glass.mp3	бокал	{}	{1002=eng-rus}
120967	120966	5000-studynow/mp3/glass.mp3	стекло или стакан	{}	{1002=eng-rus}
120967	125256	5000-studynow/mp3/glass.mp3	стакан, бокал	{}	{1002=eng-rus}
125257	2208	8000-wordsteps/mp3/glass.mp3	стекло	{}	{1002=eng-rus}
125257	3902	8000-wordsteps/mp3/glass.mp3	стакан	{}	{1002=eng-rus}
125257	20763	8000-wordsteps/mp3/glass.mp3	бокал	{}	{1002=eng-rus}
125257	120966	8000-wordsteps/mp3/glass.mp3	стекло или стакан	{}	{1002=eng-rus}
125257	125256	8000-wordsteps/mp3/glass.mp3	стакан, бокал	{}	{1002=eng-rus}
9628	2211	1000-puzzle-english/mp3/freedictionary_UK/wood.mp3	древесина	{1008=freedictionary_uk}	{1002=eng-rus}
9628	9627	1000-puzzle-english/mp3/freedictionary_UK/wood.mp3	дерево	{1008=freedictionary_uk}	{1002=eng-rus}
9628	125200	1000-puzzle-english/mp3/freedictionary_UK/wood.mp3	древесина, лес	{1008=freedictionary_uk}	{1002=eng-rus}
9628	126277	1000-puzzle-english/mp3/freedictionary_UK/wood.mp3	лес, древесина, дрова	{1008=freedictionary_uk}	{1002=eng-rus}
9629	2211	1000-puzzle-english/mp3/collins_US/wood.mp3	древесина	{1008=collins_us}	{1002=eng-rus}
9629	9627	1000-puzzle-english/mp3/collins_US/wood.mp3	дерево	{1008=collins_us}	{1002=eng-rus}
9629	125200	1000-puzzle-english/mp3/collins_US/wood.mp3	древесина, лес	{1008=collins_us}	{1002=eng-rus}
9629	126277	1000-puzzle-english/mp3/collins_US/wood.mp3	лес, древесина, дрова	{1008=collins_us}	{1002=eng-rus}
9630	2211	1000-puzzle-english/mp3/macmillan_UK/wood.mp3	древесина	{1008=macmillan_uk}	{1002=eng-rus}
9630	9627	1000-puzzle-english/mp3/macmillan_UK/wood.mp3	дерево	{1008=macmillan_uk}	{1002=eng-rus}
9630	125200	1000-puzzle-english/mp3/macmillan_UK/wood.mp3	древесина, лес	{1008=macmillan_uk}	{1002=eng-rus}
9630	126277	1000-puzzle-english/mp3/macmillan_UK/wood.mp3	лес, древесина, дрова	{1008=macmillan_uk}	{1002=eng-rus}
9631	2211	1000-puzzle-english/mp3/freedictionary_US/wood.mp3	древесина	{1008=freedictionary_us}	{1002=eng-rus}
9631	9627	1000-puzzle-english/mp3/freedictionary_US/wood.mp3	дерево	{1008=freedictionary_us}	{1002=eng-rus}
9631	125200	1000-puzzle-english/mp3/freedictionary_US/wood.mp3	древесина, лес	{1008=freedictionary_us}	{1002=eng-rus}
9631	126277	1000-puzzle-english/mp3/freedictionary_US/wood.mp3	лес, древесина, дрова	{1008=freedictionary_us}	{1002=eng-rus}
9632	2211	1000-puzzle-english/mp3/peterBaker_UK/wood.mp3	древесина	{1008=peterbaker_uk}	{1002=eng-rus}
9632	9627	1000-puzzle-english/mp3/peterBaker_UK/wood.mp3	дерево	{1008=peterbaker_uk}	{1002=eng-rus}
9632	125200	1000-puzzle-english/mp3/peterBaker_UK/wood.mp3	древесина, лес	{1008=peterbaker_uk}	{1002=eng-rus}
9632	126277	1000-puzzle-english/mp3/peterBaker_UK/wood.mp3	лес, древесина, дрова	{1008=peterbaker_uk}	{1002=eng-rus}
9633	2211	1000-puzzle-english/mp3/howjsay_UK/wood.mp3	древесина	{1008=howjsay_uk}	{1002=eng-rus}
9633	9627	1000-puzzle-english/mp3/howjsay_UK/wood.mp3	дерево	{1008=howjsay_uk}	{1002=eng-rus}
9633	125200	1000-puzzle-english/mp3/howjsay_UK/wood.mp3	древесина, лес	{1008=howjsay_uk}	{1002=eng-rus}
9633	126277	1000-puzzle-english/mp3/howjsay_UK/wood.mp3	лес, древесина, дрова	{1008=howjsay_uk}	{1002=eng-rus}
9634	2211	1000-puzzle-english/mp3/campbridge_US/wood.mp3	древесина	{1008=campbridge_us}	{1002=eng-rus}
9634	9627	1000-puzzle-english/mp3/campbridge_US/wood.mp3	дерево	{1008=campbridge_us}	{1002=eng-rus}
9634	125200	1000-puzzle-english/mp3/campbridge_US/wood.mp3	древесина, лес	{1008=campbridge_us}	{1002=eng-rus}
9634	126277	1000-puzzle-english/mp3/campbridge_US/wood.mp3	лес, древесина, дрова	{1008=campbridge_us}	{1002=eng-rus}
9635	2211	1000-puzzle-english/mp3/vocalware_hugh_UK/wood.mp3	древесина	{1008=vocalware_hugh_uk}	{1002=eng-rus}
9635	9627	1000-puzzle-english/mp3/vocalware_hugh_UK/wood.mp3	дерево	{1008=vocalware_hugh_uk}	{1002=eng-rus}
9635	125200	1000-puzzle-english/mp3/vocalware_hugh_UK/wood.mp3	древесина, лес	{1008=vocalware_hugh_uk}	{1002=eng-rus}
9635	126277	1000-puzzle-english/mp3/vocalware_hugh_UK/wood.mp3	лес, древесина, дрова	{1008=vocalware_hugh_uk}	{1002=eng-rus}
9636	2211	1000-puzzle-english/mp3/campbridge_UK/wood.mp3	древесина	{1008=campbridge_uk}	{1002=eng-rus}
9636	9627	1000-puzzle-english/mp3/campbridge_UK/wood.mp3	дерево	{1008=campbridge_uk}	{1002=eng-rus}
9636	125200	1000-puzzle-english/mp3/campbridge_UK/wood.mp3	древесина, лес	{1008=campbridge_uk}	{1002=eng-rus}
9636	126277	1000-puzzle-english/mp3/campbridge_UK/wood.mp3	лес, древесина, дрова	{1008=campbridge_uk}	{1002=eng-rus}
9637	2211	1000-puzzle-english/mp3/collins_UK/wood.mp3	древесина	{1008=collins_uk}	{1002=eng-rus}
9637	9627	1000-puzzle-english/mp3/collins_UK/wood.mp3	дерево	{1008=collins_uk}	{1002=eng-rus}
9637	125200	1000-puzzle-english/mp3/collins_UK/wood.mp3	древесина, лес	{1008=collins_uk}	{1002=eng-rus}
9637	126277	1000-puzzle-english/mp3/collins_UK/wood.mp3	лес, древесина, дрова	{1008=collins_uk}	{1002=eng-rus}
9638	2211	1000-puzzle-english/mp3/SteveElliott_UK/wood.mp3	древесина	{1008=steveelliott_uk}	{1002=eng-rus}
9638	9627	1000-puzzle-english/mp3/SteveElliott_UK/wood.mp3	дерево	{1008=steveelliott_uk}	{1002=eng-rus}
9638	125200	1000-puzzle-english/mp3/SteveElliott_UK/wood.mp3	древесина, лес	{1008=steveelliott_uk}	{1002=eng-rus}
9638	126277	1000-puzzle-english/mp3/SteveElliott_UK/wood.mp3	лес, древесина, дрова	{1008=steveelliott_uk}	{1002=eng-rus}
9639	2211	1000-puzzle-english/mp3/yandex_UK/wood.mp3	древесина	{1008=yandex_uk}	{1002=eng-rus}
9639	9627	1000-puzzle-english/mp3/yandex_UK/wood.mp3	дерево	{1008=yandex_uk}	{1002=eng-rus}
9639	125200	1000-puzzle-english/mp3/yandex_UK/wood.mp3	древесина, лес	{1008=yandex_uk}	{1002=eng-rus}
9639	126277	1000-puzzle-english/mp3/yandex_UK/wood.mp3	лес, древесина, дрова	{1008=yandex_uk}	{1002=eng-rus}
45839	2211	10000-kreekly/mp3/Joey/wood.mp3	древесина	{1008=joey}	{1002=eng-rus}
45839	9627	10000-kreekly/mp3/Joey/wood.mp3	дерево	{1008=joey}	{1002=eng-rus}
45839	125200	10000-kreekly/mp3/Joey/wood.mp3	древесина, лес	{1008=joey}	{1002=eng-rus}
45839	126277	10000-kreekly/mp3/Joey/wood.mp3	лес, древесина, дрова	{1008=joey}	{1002=eng-rus}
45840	2211	10000-kreekly/mp3/Kendra/wood.mp3	древесина	{1008=kendra}	{1002=eng-rus}
45840	9627	10000-kreekly/mp3/Kendra/wood.mp3	дерево	{1008=kendra}	{1002=eng-rus}
45840	125200	10000-kreekly/mp3/Kendra/wood.mp3	древесина, лес	{1008=kendra}	{1002=eng-rus}
45840	126277	10000-kreekly/mp3/Kendra/wood.mp3	лес, древесина, дрова	{1008=kendra}	{1002=eng-rus}
45841	2211	10000-kreekly/mp3/Kimberly/wood.mp3	древесина	{1008=kimberly}	{1002=eng-rus}
45841	9627	10000-kreekly/mp3/Kimberly/wood.mp3	дерево	{1008=kimberly}	{1002=eng-rus}
45841	125200	10000-kreekly/mp3/Kimberly/wood.mp3	древесина, лес	{1008=kimberly}	{1002=eng-rus}
45841	126277	10000-kreekly/mp3/Kimberly/wood.mp3	лес, древесина, дрова	{1008=kimberly}	{1002=eng-rus}
45842	2211	10000-kreekly/mp3/Ivy/wood.mp3	древесина	{1008=ivy}	{1002=eng-rus}
45842	9627	10000-kreekly/mp3/Ivy/wood.mp3	дерево	{1008=ivy}	{1002=eng-rus}
45842	125200	10000-kreekly/mp3/Ivy/wood.mp3	древесина, лес	{1008=ivy}	{1002=eng-rus}
45842	126277	10000-kreekly/mp3/Ivy/wood.mp3	лес, древесина, дрова	{1008=ivy}	{1002=eng-rus}
45843	2211	10000-kreekly/mp3/Justin/wood.mp3	древесина	{1008=justin}	{1002=eng-rus}
45843	9627	10000-kreekly/mp3/Justin/wood.mp3	дерево	{1008=justin}	{1002=eng-rus}
45843	125200	10000-kreekly/mp3/Justin/wood.mp3	древесина, лес	{1008=justin}	{1002=eng-rus}
45843	126277	10000-kreekly/mp3/Justin/wood.mp3	лес, древесина, дрова	{1008=justin}	{1002=eng-rus}
45844	2211	10000-kreekly/mp3/Joanna/wood.mp3	древесина	{1008=joanna}	{1002=eng-rus}
45844	9627	10000-kreekly/mp3/Joanna/wood.mp3	дерево	{1008=joanna}	{1002=eng-rus}
45844	125200	10000-kreekly/mp3/Joanna/wood.mp3	древесина, лес	{1008=joanna}	{1002=eng-rus}
45844	126277	10000-kreekly/mp3/Joanna/wood.mp3	лес, древесина, дрова	{1008=joanna}	{1002=eng-rus}
45845	2211	10000-kreekly/mp3/Salli/wood.mp3	древесина	{1008=salli}	{1002=eng-rus}
45845	9627	10000-kreekly/mp3/Salli/wood.mp3	дерево	{1008=salli}	{1002=eng-rus}
45845	125200	10000-kreekly/mp3/Salli/wood.mp3	древесина, лес	{1008=salli}	{1002=eng-rus}
45845	126277	10000-kreekly/mp3/Salli/wood.mp3	лес, древесина, дрова	{1008=salli}	{1002=eng-rus}
45846	2211	10000-kreekly/mp3/Matthew/wood.mp3	древесина	{1008=matthew}	{1002=eng-rus}
45846	9627	10000-kreekly/mp3/Matthew/wood.mp3	дерево	{1008=matthew}	{1002=eng-rus}
45846	125200	10000-kreekly/mp3/Matthew/wood.mp3	древесина, лес	{1008=matthew}	{1002=eng-rus}
45846	126277	10000-kreekly/mp3/Matthew/wood.mp3	лес, древесина, дрова	{1008=matthew}	{1002=eng-rus}
126278	2211	8000-wordsteps/mp3/wood.mp3	древесина	{}	{1002=eng-rus}
126278	9627	8000-wordsteps/mp3/wood.mp3	дерево	{}	{1002=eng-rus}
126278	125200	8000-wordsteps/mp3/wood.mp3	древесина, лес	{}	{1002=eng-rus}
126278	126277	8000-wordsteps/mp3/wood.mp3	лес, древесина, дрова	{}	{1002=eng-rus}
28841	2214	10000-kreekly/mp3/Joey/plastic.mp3	пластик	{1008=joey}	{1002=eng-rus}
28841	129876	10000-kreekly/mp3/Joey/plastic.mp3	пластмасса, пластичный	{1008=joey}	{1002=eng-rus}
28842	2214	10000-kreekly/mp3/Kendra/plastic.mp3	пластик	{1008=kendra}	{1002=eng-rus}
28842	129876	10000-kreekly/mp3/Kendra/plastic.mp3	пластмасса, пластичный	{1008=kendra}	{1002=eng-rus}
28843	2214	10000-kreekly/mp3/Kimberly/plastic.mp3	пластик	{1008=kimberly}	{1002=eng-rus}
28843	129876	10000-kreekly/mp3/Kimberly/plastic.mp3	пластмасса, пластичный	{1008=kimberly}	{1002=eng-rus}
28844	2214	10000-kreekly/mp3/Justin/plastic.mp3	пластик	{1008=justin}	{1002=eng-rus}
28844	129876	10000-kreekly/mp3/Justin/plastic.mp3	пластмасса, пластичный	{1008=justin}	{1002=eng-rus}
28845	2214	10000-kreekly/mp3/Joanna/plastic.mp3	пластик	{1008=joanna}	{1002=eng-rus}
28845	129876	10000-kreekly/mp3/Joanna/plastic.mp3	пластмасса, пластичный	{1008=joanna}	{1002=eng-rus}
28846	2214	10000-kreekly/mp3/Salli/plastic.mp3	пластик	{1008=salli}	{1002=eng-rus}
28846	129876	10000-kreekly/mp3/Salli/plastic.mp3	пластмасса, пластичный	{1008=salli}	{1002=eng-rus}
28847	2214	10000-kreekly/mp3/Matthew/plastic.mp3	пластик	{1008=matthew}	{1002=eng-rus}
28847	129876	10000-kreekly/mp3/Matthew/plastic.mp3	пластмасса, пластичный	{1008=matthew}	{1002=eng-rus}
129877	2214	8000-wordsteps/mp3/plastic.mp3	пластик	{}	{1002=eng-rus}
129877	129876	8000-wordsteps/mp3/plastic.mp3	пластмасса, пластичный	{}	{1002=eng-rus}
9803	2217	1000-puzzle-english/mp3/freedictionary_UK/paper.mp3	бумага	{1008=freedictionary_uk}	{1002=eng-rus}
9803	122979	1000-puzzle-english/mp3/freedictionary_UK/paper.mp3	бумага, документ	{1008=freedictionary_uk}	{1002=eng-rus}
9803	126380	1000-puzzle-english/mp3/freedictionary_UK/paper.mp3	бумага, газета	{1008=freedictionary_uk}	{1002=eng-rus}
9804	2217	1000-puzzle-english/mp3/collins_US/paper.mp3	бумага	{1008=collins_us}	{1002=eng-rus}
9804	122979	1000-puzzle-english/mp3/collins_US/paper.mp3	бумага, документ	{1008=collins_us}	{1002=eng-rus}
9804	126380	1000-puzzle-english/mp3/collins_US/paper.mp3	бумага, газета	{1008=collins_us}	{1002=eng-rus}
9805	2217	1000-puzzle-english/mp3/macmillan_UK/paper.mp3	бумага	{1008=macmillan_uk}	{1002=eng-rus}
9805	122979	1000-puzzle-english/mp3/macmillan_UK/paper.mp3	бумага, документ	{1008=macmillan_uk}	{1002=eng-rus}
9805	126380	1000-puzzle-english/mp3/macmillan_UK/paper.mp3	бумага, газета	{1008=macmillan_uk}	{1002=eng-rus}
9806	2217	1000-puzzle-english/mp3/freedictionary_US/paper.mp3	бумага	{1008=freedictionary_us}	{1002=eng-rus}
9806	122979	1000-puzzle-english/mp3/freedictionary_US/paper.mp3	бумага, документ	{1008=freedictionary_us}	{1002=eng-rus}
9806	126380	1000-puzzle-english/mp3/freedictionary_US/paper.mp3	бумага, газета	{1008=freedictionary_us}	{1002=eng-rus}
9807	2217	1000-puzzle-english/mp3/peterBaker_UK/paper.mp3	бумага	{1008=peterbaker_uk}	{1002=eng-rus}
9807	122979	1000-puzzle-english/mp3/peterBaker_UK/paper.mp3	бумага, документ	{1008=peterbaker_uk}	{1002=eng-rus}
9807	126380	1000-puzzle-english/mp3/peterBaker_UK/paper.mp3	бумага, газета	{1008=peterbaker_uk}	{1002=eng-rus}
9808	2217	1000-puzzle-english/mp3/howjsay_UK/paper.mp3	бумага	{1008=howjsay_uk}	{1002=eng-rus}
9808	122979	1000-puzzle-english/mp3/howjsay_UK/paper.mp3	бумага, документ	{1008=howjsay_uk}	{1002=eng-rus}
9808	126380	1000-puzzle-english/mp3/howjsay_UK/paper.mp3	бумага, газета	{1008=howjsay_uk}	{1002=eng-rus}
9809	2217	1000-puzzle-english/mp3/campbridge_US/paper.mp3	бумага	{1008=campbridge_us}	{1002=eng-rus}
9809	122979	1000-puzzle-english/mp3/campbridge_US/paper.mp3	бумага, документ	{1008=campbridge_us}	{1002=eng-rus}
9809	126380	1000-puzzle-english/mp3/campbridge_US/paper.mp3	бумага, газета	{1008=campbridge_us}	{1002=eng-rus}
9810	2217	1000-puzzle-english/mp3/vocalware_hugh_UK/paper.mp3	бумага	{1008=vocalware_hugh_uk}	{1002=eng-rus}
9810	122979	1000-puzzle-english/mp3/vocalware_hugh_UK/paper.mp3	бумага, документ	{1008=vocalware_hugh_uk}	{1002=eng-rus}
9810	126380	1000-puzzle-english/mp3/vocalware_hugh_UK/paper.mp3	бумага, газета	{1008=vocalware_hugh_uk}	{1002=eng-rus}
9811	2217	1000-puzzle-english/mp3/campbridge_UK/paper.mp3	бумага	{1008=campbridge_uk}	{1002=eng-rus}
9811	122979	1000-puzzle-english/mp3/campbridge_UK/paper.mp3	бумага, документ	{1008=campbridge_uk}	{1002=eng-rus}
9811	126380	1000-puzzle-english/mp3/campbridge_UK/paper.mp3	бумага, газета	{1008=campbridge_uk}	{1002=eng-rus}
9812	2217	1000-puzzle-english/mp3/collins_UK/paper.mp3	бумага	{1008=collins_uk}	{1002=eng-rus}
9812	122979	1000-puzzle-english/mp3/collins_UK/paper.mp3	бумага, документ	{1008=collins_uk}	{1002=eng-rus}
9812	126380	1000-puzzle-english/mp3/collins_UK/paper.mp3	бумага, газета	{1008=collins_uk}	{1002=eng-rus}
9813	2217	1000-puzzle-english/mp3/SteveElliott_UK/paper.mp3	бумага	{1008=steveelliott_uk}	{1002=eng-rus}
9813	122979	1000-puzzle-english/mp3/SteveElliott_UK/paper.mp3	бумага, документ	{1008=steveelliott_uk}	{1002=eng-rus}
9813	126380	1000-puzzle-english/mp3/SteveElliott_UK/paper.mp3	бумага, газета	{1008=steveelliott_uk}	{1002=eng-rus}
9814	2217	1000-puzzle-english/mp3/yandex_UK/paper.mp3	бумага	{1008=yandex_uk}	{1002=eng-rus}
9814	122979	1000-puzzle-english/mp3/yandex_UK/paper.mp3	бумага, документ	{1008=yandex_uk}	{1002=eng-rus}
9814	126380	1000-puzzle-english/mp3/yandex_UK/paper.mp3	бумага, газета	{1008=yandex_uk}	{1002=eng-rus}
80273	2217	10000-kreekly/mp3/Joey/paper.mp3	бумага	{1008=joey}	{1002=eng-rus}
80273	122979	10000-kreekly/mp3/Joey/paper.mp3	бумага, документ	{1008=joey}	{1002=eng-rus}
80273	126380	10000-kreekly/mp3/Joey/paper.mp3	бумага, газета	{1008=joey}	{1002=eng-rus}
80274	2217	10000-kreekly/mp3/Kendra/paper.mp3	бумага	{1008=kendra}	{1002=eng-rus}
80274	122979	10000-kreekly/mp3/Kendra/paper.mp3	бумага, документ	{1008=kendra}	{1002=eng-rus}
80274	126380	10000-kreekly/mp3/Kendra/paper.mp3	бумага, газета	{1008=kendra}	{1002=eng-rus}
80275	2217	10000-kreekly/mp3/Kimberly/paper.mp3	бумага	{1008=kimberly}	{1002=eng-rus}
80275	122979	10000-kreekly/mp3/Kimberly/paper.mp3	бумага, документ	{1008=kimberly}	{1002=eng-rus}
80275	126380	10000-kreekly/mp3/Kimberly/paper.mp3	бумага, газета	{1008=kimberly}	{1002=eng-rus}
80276	2217	10000-kreekly/mp3/Ivy/paper.mp3	бумага	{1008=ivy}	{1002=eng-rus}
80276	122979	10000-kreekly/mp3/Ivy/paper.mp3	бумага, документ	{1008=ivy}	{1002=eng-rus}
80276	126380	10000-kreekly/mp3/Ivy/paper.mp3	бумага, газета	{1008=ivy}	{1002=eng-rus}
80277	2217	10000-kreekly/mp3/Justin/paper.mp3	бумага	{1008=justin}	{1002=eng-rus}
80277	122979	10000-kreekly/mp3/Justin/paper.mp3	бумага, документ	{1008=justin}	{1002=eng-rus}
80277	126380	10000-kreekly/mp3/Justin/paper.mp3	бумага, газета	{1008=justin}	{1002=eng-rus}
80278	2217	10000-kreekly/mp3/Joanna/paper.mp3	бумага	{1008=joanna}	{1002=eng-rus}
80278	122979	10000-kreekly/mp3/Joanna/paper.mp3	бумага, документ	{1008=joanna}	{1002=eng-rus}
80278	126380	10000-kreekly/mp3/Joanna/paper.mp3	бумага, газета	{1008=joanna}	{1002=eng-rus}
80279	2217	10000-kreekly/mp3/Salli/paper.mp3	бумага	{1008=salli}	{1002=eng-rus}
80279	122979	10000-kreekly/mp3/Salli/paper.mp3	бумага, документ	{1008=salli}	{1002=eng-rus}
80279	126380	10000-kreekly/mp3/Salli/paper.mp3	бумага, газета	{1008=salli}	{1002=eng-rus}
80280	2217	10000-kreekly/mp3/Matthew/paper.mp3	бумага	{1008=matthew}	{1002=eng-rus}
80280	122979	10000-kreekly/mp3/Matthew/paper.mp3	бумага, документ	{1008=matthew}	{1002=eng-rus}
80280	126380	10000-kreekly/mp3/Matthew/paper.mp3	бумага, газета	{1008=matthew}	{1002=eng-rus}
122980	2217	5000-studynow/mp3/paper.mp3	бумага	{}	{1002=eng-rus}
122980	122979	5000-studynow/mp3/paper.mp3	бумага, документ	{}	{1002=eng-rus}
122980	126380	5000-studynow/mp3/paper.mp3	бумага, газета	{}	{1002=eng-rus}
126381	2217	8000-wordsteps/mp3/paper.mp3	бумага	{}	{1002=eng-rus}
126381	122979	8000-wordsteps/mp3/paper.mp3	бумага, документ	{}	{1002=eng-rus}
126381	126380	8000-wordsteps/mp3/paper.mp3	бумага, газета	{}	{1002=eng-rus}
97603	2220	10000-kreekly/mp3/Joey/carton.mp3	картон	{1008=joey}	{1002=eng-rus}
97603	132531	10000-kreekly/mp3/Joey/carton.mp3	коробка	{1008=joey}	{1002=eng-rus}
97604	2220	10000-kreekly/mp3/Kendra/carton.mp3	картон	{1008=kendra}	{1002=eng-rus}
97604	132531	10000-kreekly/mp3/Kendra/carton.mp3	коробка	{1008=kendra}	{1002=eng-rus}
97605	2220	10000-kreekly/mp3/Kimberly/carton.mp3	картон	{1008=kimberly}	{1002=eng-rus}
97605	132531	10000-kreekly/mp3/Kimberly/carton.mp3	коробка	{1008=kimberly}	{1002=eng-rus}
97606	2220	10000-kreekly/mp3/Justin/carton.mp3	картон	{1008=justin}	{1002=eng-rus}
97606	132531	10000-kreekly/mp3/Justin/carton.mp3	коробка	{1008=justin}	{1002=eng-rus}
97607	2220	10000-kreekly/mp3/Joanna/carton.mp3	картон	{1008=joanna}	{1002=eng-rus}
97607	132531	10000-kreekly/mp3/Joanna/carton.mp3	коробка	{1008=joanna}	{1002=eng-rus}
97608	2220	10000-kreekly/mp3/Salli/carton.mp3	картон	{1008=salli}	{1002=eng-rus}
97608	132531	10000-kreekly/mp3/Salli/carton.mp3	коробка	{1008=salli}	{1002=eng-rus}
97609	2220	10000-kreekly/mp3/Matthew/carton.mp3	картон	{1008=matthew}	{1002=eng-rus}
97609	132531	10000-kreekly/mp3/Matthew/carton.mp3	коробка	{1008=matthew}	{1002=eng-rus}
132532	2220	8000-wordsteps/mp3/carton.mp3	картон	{}	{1002=eng-rus}
132532	132531	8000-wordsteps/mp3/carton.mp3	коробка	{}	{1002=eng-rus}
49228	2226	10000-kreekly/mp3/Joey/clay.mp3	глина	{1008=joey}	{1002=eng-rus}
49228	125973	10000-kreekly/mp3/Joey/clay.mp3	глина, земля	{1008=joey}	{1002=eng-rus}
49229	2226	10000-kreekly/mp3/Kendra/clay.mp3	глина	{1008=kendra}	{1002=eng-rus}
49229	125973	10000-kreekly/mp3/Kendra/clay.mp3	глина, земля	{1008=kendra}	{1002=eng-rus}
49230	2226	10000-kreekly/mp3/Kimberly/clay.mp3	глина	{1008=kimberly}	{1002=eng-rus}
49230	125973	10000-kreekly/mp3/Kimberly/clay.mp3	глина, земля	{1008=kimberly}	{1002=eng-rus}
49231	2226	10000-kreekly/mp3/Justin/clay.mp3	глина	{1008=justin}	{1002=eng-rus}
49231	125973	10000-kreekly/mp3/Justin/clay.mp3	глина, земля	{1008=justin}	{1002=eng-rus}
49232	2226	10000-kreekly/mp3/Joanna/clay.mp3	глина	{1008=joanna}	{1002=eng-rus}
49232	125973	10000-kreekly/mp3/Joanna/clay.mp3	глина, земля	{1008=joanna}	{1002=eng-rus}
49233	2226	10000-kreekly/mp3/Salli/clay.mp3	глина	{1008=salli}	{1002=eng-rus}
49233	125973	10000-kreekly/mp3/Salli/clay.mp3	глина, земля	{1008=salli}	{1002=eng-rus}
49234	2226	10000-kreekly/mp3/Matthew/clay.mp3	глина	{1008=matthew}	{1002=eng-rus}
49234	125973	10000-kreekly/mp3/Matthew/clay.mp3	глина, земля	{1008=matthew}	{1002=eng-rus}
118828	2226	5000-studynow/mp3/clay.mp3	глина	{}	{1002=eng-rus}
118828	125973	5000-studynow/mp3/clay.mp3	глина, земля	{}	{1002=eng-rus}
125974	2226	8000-wordsteps/mp3/clay.mp3	глина	{}	{1002=eng-rus}
125974	125973	8000-wordsteps/mp3/clay.mp3	глина, земля	{}	{1002=eng-rus}
38188	2229	10000-kreekly/mp3/Joey/leather.mp3	кожа	{1008=joey}	{1002=eng-rus}
38188	121985	10000-kreekly/mp3/Joey/leather.mp3	кожаный, кожа	{1008=joey}	{1002=eng-rus}
38188	129476	10000-kreekly/mp3/Joey/leather.mp3	кожа, кожаный	{1008=joey}	{1002=eng-rus}
38189	2229	10000-kreekly/mp3/Kendra/leather.mp3	кожа	{1008=kendra}	{1002=eng-rus}
38189	121985	10000-kreekly/mp3/Kendra/leather.mp3	кожаный, кожа	{1008=kendra}	{1002=eng-rus}
38189	129476	10000-kreekly/mp3/Kendra/leather.mp3	кожа, кожаный	{1008=kendra}	{1002=eng-rus}
38190	2229	10000-kreekly/mp3/Kimberly/leather.mp3	кожа	{1008=kimberly}	{1002=eng-rus}
38190	121985	10000-kreekly/mp3/Kimberly/leather.mp3	кожаный, кожа	{1008=kimberly}	{1002=eng-rus}
38190	129476	10000-kreekly/mp3/Kimberly/leather.mp3	кожа, кожаный	{1008=kimberly}	{1002=eng-rus}
38191	2229	10000-kreekly/mp3/Justin/leather.mp3	кожа	{1008=justin}	{1002=eng-rus}
38191	121985	10000-kreekly/mp3/Justin/leather.mp3	кожаный, кожа	{1008=justin}	{1002=eng-rus}
38191	129476	10000-kreekly/mp3/Justin/leather.mp3	кожа, кожаный	{1008=justin}	{1002=eng-rus}
38192	2229	10000-kreekly/mp3/Joanna/leather.mp3	кожа	{1008=joanna}	{1002=eng-rus}
38192	121985	10000-kreekly/mp3/Joanna/leather.mp3	кожаный, кожа	{1008=joanna}	{1002=eng-rus}
38192	129476	10000-kreekly/mp3/Joanna/leather.mp3	кожа, кожаный	{1008=joanna}	{1002=eng-rus}
38193	2229	10000-kreekly/mp3/Salli/leather.mp3	кожа	{1008=salli}	{1002=eng-rus}
38193	121985	10000-kreekly/mp3/Salli/leather.mp3	кожаный, кожа	{1008=salli}	{1002=eng-rus}
38193	129476	10000-kreekly/mp3/Salli/leather.mp3	кожа, кожаный	{1008=salli}	{1002=eng-rus}
38194	2229	10000-kreekly/mp3/Matthew/leather.mp3	кожа	{1008=matthew}	{1002=eng-rus}
38194	121985	10000-kreekly/mp3/Matthew/leather.mp3	кожаный, кожа	{1008=matthew}	{1002=eng-rus}
38194	129476	10000-kreekly/mp3/Matthew/leather.mp3	кожа, кожаный	{1008=matthew}	{1002=eng-rus}
